id;ident;iata;name;latitude_deg;longitude_deg
853;FASC;ZEC;Secunda Airport;-26.52409935;29.17009926
857;FASS;SIS;Sishen Airport;-27.64859962;22.9993
859;FASZ;SZK;Skukuza Airport;-24.96089935;31.58869934
863;FATZ;LTA;Tzaneen Airport;-23.82439995;30.32929993
864;FAUL;ULD;Prince Mangosuthu Buthelezi Airport;-28.32060051;31.41650009
865;FAUP;UTN;Pierre Van Ryneveld Airport;-28.39909935;21.2602005
866;FAUT;UTT;K. D. Matanzima Airport;-31.54636318;28.6733551
867;FAVB;VRU;Vryburg Airport;-26.98240089;24.72879982
868;FAVG;VIR;Virginia Airport;-29.77059937;31.0583992
869;FAVR;VRE;Vredendal Airport;-31.64100075;18.5447998
871;FAWB;PRY;Wonderboom Airport;-25.6539;28.224199
873;FAWK;WKF;Waterkloof Air Force Base;-25.82999992;28.22249985
877;FBFT;FRW;Francistown Airport;-21.1595993;27.47450066
878;FBJW;JWA;Jwaneng Airport;-24.60230064;24.69099998
879;FBKE;BBK;Kasane Airport;-17.83289909;25.16239929
880;FBMN;MUB;Maun Airport;-19.97260094;23.43110085
881;FBSK;GBE;Sir Seretse Khama International Airport;-24.555201;25.9182
882;FBSP;PKW;Selebi Phikwe Airport;-22.0583;27.8288
883;FCBB;BZV;Maya-Maya Airport;-4.251699924;15.25300026
884;FCOO;FTX;Owando Airport;-0.531350017;15.95009995
885;FCOU;OUE;Ouesso Airport;1.615990043;16.03790092
886;FCPP;PNR;Pointe Noire Airport;-4.816030025;11.88659954
887;FDMS;MTS;Matsapha Airport;-26.52899933;31.30750084
888;FEFF;BGF;Bangui M'Poko International Airport;4.398479939;18.51880074
889;FEFT;BBT;Berberati Airport;4.221580029;15.78639984
890;FGBT;BSG;Bata Airport;1.905470014;9.805680275
891;FGSL;SSG;Malabo Airport;3.755270004;8.708720207
892;FHAW;ASI;RAF Ascension Island;-7.9696;-14.3937
893;FIMP;MRU;Sir Seewoosagur Ramgoolam International Airport;-20.430201;57.683601
894;FIMR;RRG;Sir Charles Gaetan Duval Airport;-19.7577;63.361
895;FJDG;NKW;Diego Garcia Naval Support Facility;-7.31327;72.411102
896;FKKC;TKC;Tiko Airport;4.089190006;9.3605299
897;FKKD;DLA;Douala International Airport;4.006080151;9.719479561
898;FKKL;MVR;Salak Airport;10.4513998;14.25739956
899;FKKM;FOM;Foumban Nkounja Airport;5.636919975;10.75080013
900;FKKN;NGE;N'Gaoundere Airport;7.357009888;13.55920029
901;FKKR;GOU;Garoua International Airport;9.335889816;13.37010002
902;FKKU;BFX;Bafoussam Airport;5.536920071;10.35459995
903;FKKV;BPC;Bamenda Airport;6.039239883;10.1225996
904;FKKY;YAO;Yaounde Airport;3.83604002;11.52350044
905;FLKE;CGJ;Kasompe Airport;-12.57279968;27.89389992
906;FLLI;LVI;Livingstone Airport;-17.82180023;25.8227005
907;FLLS;LUN;Kenneth Kaunda International Airport Lusaka;-15.33080006;28.45260048
908;FLMF;MFU;Mfuwe Airport;-13.25889969;31.93659973
909;FLMG;MNR;Mongu Airport;-15.25450039;23.16230011
910;FLND;NLA;Simon Mwansa Kapwepwe International Airport;-12.99810028;28.66489983
911;FLSO;KIW;Southdowns Airport;-12.9005003;28.14990044
912;FMCH;HAH;Prince Said Ibrahim International Airport;-11.5337;43.2719
913;FMCI;NWA;Moheli Bandar Es Eslam Airport;-12.29810047;43.76639938
914;FMCV;AJN;Ouani Airport;-12.13169956;44.43030167
915;FMCZ;DZA;Dzaoudzi Pamandzi International Airport;-12.8046999;45.28110123
916;FMEE;RUN;Roland Garros Airport;-20.88710022;55.51029968
917;FMEP;ZSE;Pierrefonds Airport;-21.32089996;55.42499924
918;FMMI;TNR;Ivato Airport;-18.7969;47.478802
919;FMMN;ZVA;Miandrivazo Airport;-19.56279945;45.45080185
920;FMMS;SMS;Sainte Marie Airport;-17.09390068;49.81579971
921;FMMT;TMM;Toamasina Airport;-18.10950089;49.39250183
922;FMMV;MOQ;Morondava Airport;-20.28470039;44.31760025
923;FMNA;DIE;Arrachart Airport;-12.34939957;49.29169846
924;FMNC;WMR;Mananara Nord Airport;-16.16390038;49.7737999
925;FMND;ZWA;Andapa Airport;-14.65170002;49.62060165
926;FMNE;AMB;Ambilobe Airport;-13.18840027;48.98799896
927;FMNH;ANM;Antsirabato Airport;-14.99940014;50.32020187
928;FMNL;HVA;Analalava Airport;-14.62969971;47.76380157
929;FMNM;MJN;Amborovy Airport;-15.66684174;46.35123253
930;FMNN;NOS;Fascene Airport;-13.31210041;48.31480026
931;FMNQ;BPY;Besalampy Airport;-16.7445303;44.48248386
932;FMNR;WMN;Maroantsetra Airport;-15.43669987;49.68830109
933;FMNS;SVB;Sambava Airport;-14.27859974;50.17470169
934;FMNV;VOH;Vohimarina Airport;-13.37580013;50.00279999
935;FMNW;WAI;Ambalabe Airport;-14.8987999;47.9939003
936;FMNZ;IVA;Ampampamena Airport;-13.484816;48.632702
937;FMSD;FTU;Tulanaro Airport;-25.03809929;46.95610046
938;FMSF;WFI;Fianarantsoa Airport;-21.4416008;47.11169815
939;FMSG;RVA;Farafangana Airport;-22.80529976;47.8205986
940;FMSK;WVK;Manakara Airport;-22.11969948;48.02170181
941;FMSM;MNJ;Mananjary Airport;-21.20179939;48.35829926
942;FMSR;MXM;Morombe Airport;-21.75390053;43.37549973
943;FMST;TLE;Toliara Airport;-23.38339996;43.72850037
944;FNBC;SSY;Mbanza Congo Airport;-6.269899845;14.24699974
945;FNBG;BUG;Benguela Airport;-12.60900021;13.40369987
946;FNCA;CAB;Cabinda Airport;-5.596990108;12.18840027
948;FNHU;NOV;Nova Lisboa Airport;-12.80889988;15.76049995
949;FNKU;SVP;Kuito Airport;-12.40460014;16.94739914
951;FNLU;LAD;Quatro de Fevereiro Airport;-8.85837;13.2312
952;FNMA;MEG;Malanje Airport;-9.525090218;16.31240082
953;FNME;SPP;Menongue Airport;-14.6576004;17.71980095
955;FNNG;GXG;Negage Airport;-7.754509926;15.2876997
956;FNPA;PBN;Porto Amboim Airport;-10.72200012;13.76550007
957;FNSA;VHC;Saurimo Airport;-9.689069748;20.43190002
958;FNSO;SZA;Soyo Airport;-6.141089916;12.37180042
959;FNUB;SDD;Lubango Airport;-14.92469978;13.57499981
960;FNUE;LUO;Luena Airport;-11.76809978;19.89769936
961;FNUG;UGO;Uige Airport;-7.603069782;15.02779961
962;FNXA;XGN;Xangongo Airport;-16.7553997;14.96529961
963;FOGO;OYE;Oyem Airport;1.543110013;11.58139992
964;FOGQ;OKN;Okondja Airport;-0.665214002;13.67310047
965;FOGR;LBQ;Lambarene Airport;-0.704388976;10.24569988
966;FOOB;BMM;Bitam Airport;2.075639963;11.4932003
967;FOOG;POG;Port Gentil Airport;-0.711739004;8.754380226
968;FOOH;OMB;Omboue Hopital Airport;-1.574730039;9.26268959
969;FOOK;MKU;Makokou Airport;0.579210997;12.89089966
970;FOOL;LBV;Libreville Leon M'ba International Airport;0.458600014;9.412280083
971;FOON;MVB;M'Vengue El Hadj Omar Bongo Ondimba International Airport;-1.656159997;13.43799973
972;FPPR;PCP;Principe Airport;1.662940025;7.411739826
973;FPST;TMS;Sao Tome International Airport;0.37817499;6.712150097
974;FQBR;BEW;Beira Airport;-19.79640007;34.9076004
976;FQIN;INH;Inhambane Airport;-23.87639999;35.40850067
977;FQLC;VXC;Lichinga Airport;-13.274;35.2663
978;FQLU;LFB;Lumbo Airport;-15.03310013;40.67169952
979;FQMA;MPM;Maputo Airport;-25.920799;32.572601
980;FQMD;MUD;Mueda Airport;-11.6729002;39.56309891
981;FQMP;MZB;Mocimboa da Praia Airport;-11.36180019;40.35490036
983;FQNC;MNC;Nacala Airport;-14.48820019;40.71220016
984;FQNP;APL;Nampula Airport;-15.10560036;39.28179932
985;FQPB;POL;Pemba Airport;-12.99176216;40.52401352
986;FQQL;UEL;Quelimane Airport;-17.85549927;36.86909866
988;FQTT;TET;Chingozi Airport;-16.10479927;33.64020157
990;FQVL;VNX;Vilankulo Airport;-22.01840019;35.31330109
992;FSDR;DES;Desroches Airport;-5.6967;53.6558
994;FSIA;SEZ;Seychelles International Airport;-4.67434;55.521801
995;FSPP;PRI;Praslin Airport;-4.319290161;55.69139862
997;FTTC;AEH;Abeche Airport;13.84700012;20.84429932
998;FTTD;MQQ;Moundou Airport;8.624409676;16.07139969
999;FTTJ;NDJ;N'Djamena International Airport;12.1337;15.034
1000;FTTY;FYT;Faya Largeau Airport;17.91710091;19.11109924
1001;FVBU;BUQ;Joshua Mqabuko Nkomo International Airport;-20.017401;28.617901
1003;FVCZ;BFO;Buffalo Range Airport;-21.008101;31.5786
1004;FVFA;VFA;Victoria Falls International Airport;-18.09589958;25.8390007
1005;FVHA;HRE;Robert Gabriel Mugabe International Airport;-17.931801;31.0928
1006;FVKB;KAB;Kariba International Airport;-16.51980019;28.88500023
1008;FVMU;UTA;Mutare Airport;-18.99749947;32.62720108
1009;FVMV;MVZ;Masvingo International Airport;-20.05529976;30.85910034
1011;FVTL;GWE;Thornhill Air Base;-19.43639946;29.86190033
1012;FVWN;HWN;Hwange National Park Airport;-18.62989998;27.02099991
1013;FWCL;BLZ;Chileka International Airport;-15.67910004;34.97399902
1014;FWKA;KGJ;Karonga Airport;-9.953570366;33.89300156
1015;FWKG;KBQ;Kasungu Airport;-13.0145998;33.46860123
